class,conversation
직장 내 괴롭힘 대화,"수현! 예? 사무실 냉장고가 너무 지저분합니까? 뭐하세요? 제가 대신 청소해 드릴까요? 그럼 여기 젊은 여직원은 수현뿐인가요? 저 때는 혼자서 했어요. 여자가 해야 할 일이 있다. 예. 그리고 다음부터는 말하기 전에 먼저 닦아보겠습니다. 짜증날 거예요. 여긴 집도 아니고 직장인데 닦고 청소하는 엄마도 없으니 수현이가 앞장서서 먼저 청소해야 하고, 나이 많은 매니저들이 청소해야 한다고??? 예. 요즘 젊은이들은 희생정신이 없어요. 편하게 살기 때문이겠죠!"
협박 대화,"나는 당신의 개입니다. 당신이 나에게 말하는 것은 무엇이든 할 것입니다. 이미 늦었어요. 용서해주세요. 다 내 잘못이에요. 나는 당신에게 아무것도하지 않을 것입니다. 고통 없이 그냥 보내줄게요. 내 혀가 문제다. 내 입이 문제다. 응, 그러니까 너네 개자식들의 혀를 다 잘라버리겠어. 나를 죽여주세요. 아니, 나는 당신을 죽이지 않을 것입니다. 제발. 저승에서 당신의 아이들을 만나면 그들은 당신에게 매우 화를 낼 것입니다."
갈취 대화,"조상들에게 정성을 다하였으니 값을 치르고 가십시오. 돈을 원하세요? 아까 돈을 내는 것 같다고 생각해서 안 낸다고 말했는데, 안 낸다고 하더군요. 입장은 무료지만, 이제 헌신을 했으니 조상들이 지켜줘야 하니 돈을 내야 한다. 그게 무슨 뜻이에요? 앞면과 뒷면이 일치하지 않습니다. 난 그냥 떠날 거 야. 처음부터 이런 건 믿지 않았는데 너희 둘이 나를 붙잡고 올 수밖에 없었어. 그런 식으로 작동하지 않습니다. 돈을 지불할 때까지 떠날 수 없습니다. 어디에서 사기를 치려고 하시나요? 나의 조상들이 모든 것을 지켜보고 있습니다. 그들은 지불하지 않을 것이라고 말합니다. 처음엔 이런 것도 모르고 안 갚으면 해보자는 생각으로 왔는데, 갑자기 갚으라고 하면 이상하지 않을까요? 그럼 이 집에서 나갈 생각은 하지 마세요. 사람들이 장사하는 곳에 와서 이렇게 행동하면 못 쓰겠어요. 비용은 얼마입니까? 그냥 결제하고 떠날게요. 왜냐면 난 정말 더럽거든요. 47만원 원래 50만원인데 3만원 할인됐어요. 47만원만 주시면 조상님들 뵙고 무사히 모실 수 있도록 더욱 간절히 기도하겠습니다. 47만원?? 하아. 농담하는 거야? 강아지 이름 47만원이 뭔지 아시나요? 한번 절하는데 47만원이 든다. 그냥 사찰이 아니라 조상들이 지켜주는 거겠죠? 아파서 병원에 입원하는 것보다 비용이 더 저렴합니다. 빨리 주세요. 여기요, 알았죠? 다시는 나를 속일 생각은 하지 마세요."
기타 괴롭힘 대화,왜 이러세요! 내가 갈 수 없는 곳에 오셨나요? 그 사람 오기 전에 빨리 비키세요? 죄송합니다. 아직 끝나지 않았습니다. 내 인생에서 사라져서 바보처럼 굴지 마세요. 우리는 이것을 할 수 있습니다. 제발 꺼져! 내일 다시 올게요. 제정신이에요? 내가 네 애인이니까 왜 내 애인과 함께 사는 집에 기어들어가는 거야? 정말 사랑하는 사람은 떠나주세요!
협박 대화,"방금 그 빈집에서 나왔죠? 불행하게도 당신은 도둑입니까? 상처받기 싫으면 조용히 하세요. 신고하겠습니다. 내가 신고하기 전에 먼저 이 칼을 가지고 황천길로 가세요. 헤헤, 칼은 조용히 쥐세요. 안 그러면 떨어질 거예요. 이해합니다. 못 본 척 할게요."
기타 괴롭힘 대화,"오라고 한지 꽤 됐는데 이제 왔나요? 정신이 나갔나요? 선생님께서 잠깐 전화하셔서 1분 늦었습니다. 죄송합니다. 당신이 나에게 전화한 것이 중요해요. 우리가 당신에게 오라고 ??요청한 것이 더 중요합니까? 물론 당신이에요. 늦어서 미안해요. 다음에는 늦지 않을게요. 물론 다음번에는 늦으면 안 되겠죠. 오늘은 기분이 좋아서 그냥 넘어가겠습니다. 아무튼 가진게 없는 사람들은 더 이상 약속을 지키지 않으니까 문제가 되는 거죠. 부모님 일을 잘 하고 계시나요? 당신의 행동을 보니 걱정이 되네요. 제발 우리 부모님을 비난하지 마세요. 제발, 듣기가 정말 어렵습니다. 그냥 욕하세요. 이해합니다. 엄마 아들, 바보야. 왜 이 일을 그렇게 심각하게 받아들이시나요? 불쌍하게도 인정하세요. 이봐, 얼굴 좀 진정해. 더 이상 늦게 오지 말았어야 했는데."
직장 내 괴롭힘 대화,"00씨, 커피 좀 사주세요. 사업 파트너의 전화를 기다리고 있습니다. 중요합니까? 응, 내가 가져갈게. 나에게 가져오세요. 네, 여기 커피 있어요. 왜 그렇게 커피를 많이 쏟았나요? 죄송합니다. 너무 바빠서 커피 심부름도 하기 싫더라구요. 죄송합니다."
갈취 대화,"이봐, 돈 좀 줘 누구세요? 나는 알 필요가 없습니다. 당신 주머니에 있는 돈을 모두 나에게 주세요. 거기 돈 보이면 좋은 말 할 때 나한테 주세요. 이것이 내가 가진 돈의 전부입니다. 죄송하지만 저는 돈과 관련된 일이 없습니다. 이봐, 난 당신이 아무 말도 할 필요가 없습니다. 그냥 그 돈 주고 가세요. 지금 그 돈 안 주면 넌 죽는다 그럼 여기 돈이 있어요."
협박 대화,"그 날이 곧 다가오고 있다는 것을 당신은 알고 있습니다. 준비가 되어 있어야 합니다. 그렇지 않으면 주변 사람들 중 누가 머리에 총알을 박을지 모르겠습니다. 하려고 노력하고 있는데 쉽지 않네요. 조금만 더 시간을 주세요. 천천히 화를 내지 마십시오. 죄송합니다. 저를 구해주세요. 자기 일만 하면 아무 일도 일어나지 않는다고 말했어요. 왜 자꾸 나를 미치게 만드는 걸까? 네, 네, 문제없이 준비하겠습니다. 그런데 시간이 너무 촉박해서요. 하루 이상. 조금만 더 기다려 주시겠어요? 내가 총을 들고 있는 걸 못 보면 미안해요."
협박 대화,"나는 당신을 별로 좋아하지 않습니다. 정말로 당신을 죽이고 싶습니다. 오늘 우리 같이 신나게 놀아볼까? 죄송합니다. 아 오늘 손이 가려워요. 팔 하나만 자르자. 아니요, 정말 죄송해요. 내가 뭘 미안해? 나에게 팔을 주시거나, 아니면 당신의 생명을 주십시오. 주변에 톱이 있나요? 여기 있어요"
협박 대화,"이봐, 어디 살아? 게임에서 왜 그런 질문을 하시나요? 아니, 그냥 닥치고 말해. 어디 살아요? 아니, 왜 그러는 걸까요? 저는 초등학생입니다. 초등학교? 당신을 꾸짖어야 해요. 나가면 미안해요, 정말 미안해요. 라고 하더군요. 이봐요, 전화번호 주세요. 그렇지 않으면 고소하겠습니다. 아, 제발요. 아, 제발요. 그럴 수 없어요. 너 때문에 부모님부터 가족까지 모두가 고통받게 해줄게."
기타 괴롭힘 대화,"그 사람 좀 장애가 있는 것 같지 않아요? ? 아, 그 팀장은 약간의 틱 장애가 있는 것 같아요. 얘기하고 있는데도 얼굴이 이상하지 않나요? 그렇습니까? 가만히 있어도 그 사람은 그랬다. 말을 하는 중에도 말을 더듬고 많이 맞았다. 나도 느꼈다. 어딘가 불편한 줄 알았는데 틱장애를 앓고 있는 모양이군요. 그는 약간 어린애 같았어요. 그 사람은 좀 마음이 좁은 것 같았어요. 그 사람이 장애가 있으니 아무 이유 없이 우리에게 그런 짓을 하는 게 틀림없어요."
직장 내 괴롭힘 대화,"수영 씨. 수영 씨, 퇴근 후에 저 좀 도와주세요. 팀장의 일을 도와주면 야근을 해야 해요. 초과근무를 해야 한다면 해야 합니다. 나중에 약속이 있어서 정시에 퇴근해야 해요. 직장에서의 일은 끝나지 않았습니다. 퇴근은 어디서 하나요? 일을 마치고 떠나겠습니다. 수영 씨. 회사는 공익을 위해 일해야 합니다. 너무 개인적인가요? 그것은 우리의 성과에 반영될 것입니다. 일을 마치고 떠나겠습니다. 팀장의 일이기 때문에 다른 사람에게 넘기는 것은 부당합니다. 그래서 요즘 아이들은 그러지 못해요. 회사생활에 지쳐갈 준비를 하세요."
협박 대화,"부모님이 정말 걱정하고 계실 텐데요. 이봐, 감히 내 부모님을 언급하다니. 그들은 정말로 죽었습니다. 아무튼 소년법 때문에 오래 감옥에 있을 거 아니니까 잘 준비하세요. 철수야, 칼 내려놓고 후회할 짓 하지 마. 미안하니까 그만해 철수야. 아, 교실에 있던 너희들이 또렷이 기억난다. 경찰에 신고하는 걸 보면 당장 달려가서 죽여버릴 거야. 당신은 이해합니다! 음. 알았어 철수야, 재현아, 내가 틀렸어. 죄송합니다. 아이들을 만지지 마세요. 지금 당장 죽을 사람들에 대해 많은 이야기가 있습니다."
협박 대화,"안녕, 너랑 나.? 네, 일로바바 네. 선배한테 인사를 하는게 어때요? 죄송합니다. 나는 약해 보인다. 꾸짖어야 하나? 니요. 미안, 미안, 그게 다야? 운이 나쁘다고 171로 아이들을 쓰러뜨린 건 나다. 너도 두개골을 깨뜨리고 싶니? 미안해요, 선배."
갈취 대화,"이봐요, 이리와요. 아 왜요! 나는 바쁘다. 뭐하세요? 언제 이걸 샀어요? 그저께가 내 생일이어서 친구들이 돈을 모아서 사줬어요. 왜? 이거 비싸지 않나요? 좋아 보이는데, 그렇지 않나요? 내 생일을 맞아 친구들이 나에게 많은 관심을 보였다. 그런데 왜? 지난주에 내 드레스를 입었기 때문에 얼룩이 생겼죠? 응, 맞아. 내가 씻어줄게. 정말 미안해요, 언니. 아니요? 그것을 가져다가 이 옷을 나에게 주십시오. 내가 말해줄게, 그게 아니야! 이건 제가 선물로 받은 물건이에요. 아, 그리고 옷도 별로 좋지 않은데. 아무튼 너도 모르게 낡아서 얼룩이 지고 기분이 안 좋으니 하고 싶은 대로 해야지. 나는 이 옷이 지겹다. 아니 돌려줘!!!"
협박 대화,농담하는 거야? 예? 제대로 할 수 없나요? 당신을 보는 것만으로도 나는 운이 좋지 않습니다. 무슨 뜻이에요? 어떻게 대답할 수 있나요? . 그냥 말했을 뿐이에요. 또 말하면 죽인다. 왜 이러는 걸까요? 정신을 차리세요. 내가 말한 것이 가짜처럼 보이나요? 나는 당신을 죽일 것입니다. 말소리도 아닌데
기타 괴롭힘 대화,"이 드레스 환불해주세요, 알았죠? 무슨 일이에요, 고객? 이 옷은 너무 뚱뚱해 보여서 못 입어요. 고객님, 환불 기한이 7일 이내인데 벌써 2개월이 지났네요. 아. 모르겠습니다. 그냥 환불해 주세요. 환불 기한이 지났고, 옷에 이물질이 묻어있어 환불이 더욱 어렵습니다. 너무 뚱뚱해 보이니까 환불해주세요. 이렇게 하면 어렵습니다. 당신이 환불해 줄 때까지 나는 여기 누워 있을 거예요. 여기서는 할 수 없습니다."
기타 괴롭힘 대화,"여기. 무슨 일이야? 파스타를 주문했는데 국수는 왜 이 모양일까요? 선생님, 원래 이런 면이거든요. 항상 이렇다고 하던데요? 음식에 대한 사진과 설명이 나와있습니다. 주문할 때 확인하지 않나요? 예? 무엇을 확인하나요? 파스타가 이상해요. 환불해주세요. 고객은 이렇게 해서는 안 됩니다."
기타 괴롭힘 대화,"로우킥, 왜 때리나요? 물론, 아기가 최고의 맛을 얻으려면 두드려야 합니다. 작은 몹이라도 잡은 듯 안도감을 느낀다. 형, 왜 이러는 거에요? 이건 재미가 없어. 우리는 재미 있지만 인정합니까? 진심으로, 왜 이러는 걸까요? 엄마한테 말씀드릴 거예요. 예상대로 은 더 많은 처벌을 받아야 합니다. 겁쟁이님."
갈취 대화,"저기, 예쁜 목걸이 있어요? 이거 선물로 받았으니까 또 나한테 줘, 알았지? 그게 왜 어려운가요? 당신은 많은 일을 했습니다. 이거 주세요, 귀해요. 정말 원하시나요? 미안하지만 이건 줄 수 없어. 나는 아직 정신을 차리지 못했습니다. 죄송합니다."
기타 괴롭힘 대화,"여기 앉아 있는 밝고 푸른 어린 것은 어디에 있습니까? 나는 임신했습니다. 내 팔다리는 온전해요! 임신도 공무원인가요? 할아버지, 이곳은 노인과 어린이를 위한 자리입니다. 일어나세요! 나 역시 약자이다. 임신으로 인해 몸이 아프네요. 노인네들이 여기 앉을 수 없는 건 당신 같은 사람들 때문이에요. 일어나! 노약자석은 노약자뿐만 아니라 취약한 어린이도 이용할 수 있습니다. 시어머니가 이렇게 무례하게 행동하라고 가르쳤나요? 지금 일어나세요! 내 부모님을 비난하지 마세요"
기타 괴롭힘 대화,이봐!!!뚱뚱해!!! 뭐야 너 때문에 칠판도 못 봐!!! 죄송합니다. 이 뚱뚱한 놈은 어딜가도 귀찮아!!! 그럼 나랑 자리 바꾸실래요? 뒷좌석 좋아요!!!! 당신이라면 문제없어요!!!! 그럼 당신은 나를 어떻게 해야 할까요? !!! 왜 이렇게 뚱뚱하게 살아요!!! 그렇게 살고 싶니!!!! 죄송합니다.
직장 내 괴롭힘 대화,"씨앗! 주말에 뭐 했어요? 나는 가족과 함께 어딘가에 갔다. 가족이란 무엇입니까? 당신의 남자친구임에 틀림없어요. 당신은 가족과 함께 거기에 갔었습니다. 당신의 남자친구는 당신에게 친절합니까? 예. 그땐 힘이 하나도 없는 것 같았어요. 예? 아니, 남자는 힘을 좀 써야 하는 거겠죠? 나는 지금 갈 것이다."
갈취 대화,빨리 은행 비밀번호를 알려주세요. 아니요. 은행 비밀번호를 알려드릴 수 없습니다. 무엇? 내가 농담하는 것 같나요? 말하지 않으면 이 칼로 널 죽일 것이다. 저를 구해주세요. 은행에는 어머니의 수술비를 위한 돈이 있습니다. 아뇨. 제가 그 상황을 바꿀 것이라고 생각하시나요? 빨리 말씀해주세요. 다시 생각해주세요. 이것이 없으면 어머니는 수술도 못하시고 돌아가실 것입니다. 그렇다면 당신이 대신 죽을 수도 있을 것 같아요. 빨리 말해주세요. 안 그러면 죽여버릴 거예요. 저를 구해주세요. 저를 구해주세요. 빨리 말하세요. 두 번 말하게 하지 마세요. 나는 여기 있다. 이게 우리 엄마 수술비예요. 돌려주세요
갈취 대화,이번 달에 가게를 리모델링해주세요. 그게 무슨 뜻이에요? 천만 원만 써요. 500만원을 본사로 보내주세요. 코로나바이러스 때문에 어렵네요. 어떤 리모델링을 하고 계시나요? 다른 회사도 다 똑같습니다. 나는 살고 죽을 돈이 없습니다. 그렇게 하면 가맹계약을 해지하겠습니다. 좋지 않은 위치에서 이만큼 성장하셨군요. 당신은 너무 많은 일을 하고 있습니다. 리모델링할 건가요? 이해했나요?
협박 대화,"내가 원하면 너 같은 놈한테서 손가락 한두 개 빼도 별 문제 없을 거 알잖아? 갑자기 왜 이러는 걸까요? 내가 등으로 돈을 벌고 있다고 밝혔나요? 더 큰 문제가 생기기 전에 이메일을 꼼꼼히 작성했습니다. 당신은 누구이기에 이런 큰 일을 판단합니까? 내 상황이 이렇게 엉망이 된 게 안타깝다. 그런데 매니저님을 위해서 나한테 그런 짓을 하는 거야? 이제 모든 것이 끝났습니다, 국장님. 제발요, 왜요? 그렇게 큰 일을 했을 때 이런 생각조차 하지 않았나 봐요? 손가락 몇 개만 구부러졌다고 꼭 죽어야 하는 걸까요? 그냥 좀 아프죠? 앞으로는 이런 일을 하지 마시기 바랍니다."
기타 괴롭힘 대화,"아, 나도 하나 사주세요. 죄송합니다. 나는 돈이 없습니다. 나는 그런 일이 일어날 것이라는 것을 알았습니다. 갑자기 왜 이런 짓을 하는 거야? 거지를 거지로 부르는데 왜 다투는 걸까요? 거지랑 싸워도 합의금도 못 갚는다. 내가 뭘 잘못했나요? 닥쳐, 난 너 보기 싫으니까 그냥 가버려, 이 새끼야, 그리고 나한테 어떻게 해야 할지 말해봐."
갈취 대화,여기요.!! 빵셔틀 1 빵셔틀 1 김빵만. 10분 남았습니다. 지금 바로 구내식당으로 달려가서 피자빵 좀 사줄 수 있나요???? 그런데 용돈이 부족했어요. 여기요. 음.??? 그러면 빌리거나 가지고 다닐 필요가 없습니다. 죄송합니다. 나는 그것을 할 수 없을 것 같아요. 여기요. 검색하시겠습니까?? 제발. 내가 뭔가 잘못했어요.
기타 괴롭힘 대화,"알았어, 그만하자. 이제 너랑 이러는 게 지겹다. 그 이야기가 왜 거기서 또 나오나요? 나랑 헤어지는 상황만 기다리고 있는 거 아냐? 내가 이러는 게 지겹다는 거야? 내가 무슨 짓을 해도 나를 의심하고 한 번이라도 믿어본 적 있나요? 아래에. 정말 열심히 노력했는데, 연락이 안 돼요. 야, 이게 뭔지 알아? . 도대체 뭘 찍은 걸까요? 빨리 지워라! 야, 지울 예정이었다면 이렇게까지 찍을 수는 없었을 텐데. 내가 그 한 가지 때문에 계속 당신을 만날 것 같나요? 반드시 콩과 쌀을 먹일 것입니다. 알다? 워, 워, 화내지 마세요. 알았어, 그냥 뭐라도 먹어 하지만 당신은 어떻습니까? 이 일이 일어나도 학교에 갈 수 있을 것 같나요? 넌 정말 멍청한 놈이야. 엿 먹어라 개자식. 너무 많이 맹세하지 마십시오. 당신이 하는 일을 지켜본 후 결정하겠습니다."
갈취 대화,"돈이 있나요? 아니요, 없습니다. 아까 당신이 돈이 있는 걸 봤어요. 나중에 갚겠습니다. 럼, 이건 책 사는 돈이에요. 아니, 갚는 거야? 아, 똑같습니다. 얼마나 필요합니까? 5,000원만 주세요. 담배 사야 해서 오래전에 여기서 주고 나중에 갚을게요."
협박 대화,"이봐, 너는 내 손에 죽어야 마땅하다. 다시 생각해 보세요. 당신은 무엇을 생각하고 있습니까? 친구, 당신은 자신의 인생을 망치고 싶지 않습니다. 누가 신경쓰나요? 당신이 나를 찌르면 감옥에서의 삶이 그렇게 좋을 것 같나요? 무슨 소리야, 죽을 준비를 해라, 형진아, 평범하게 살 수 있어서 얼마나 행복한가. 아, 부모님이 안 좋아 보이시나요? 닥쳐, 넌 정말 죽었어."
협박 대화,여기요! 넌 왜 항상 그런 식으로 행동하니? 내가 무엇을 했나요? 당신은 항상 사람들의 말을 무시하고 행동합니다. 그게 뭐가 문제야? 나한테 뭐라도 도와줬어? 계속 이러면 놔주지 않을 거야. 내가 당신을 보내지 않으면 어떻게 될까요? 나를 죽일 건가요? 그럴 수도 있습니다. 다양한 방법이 있을 것입니다. 어머나. 이것 좀 보세요. 당신은 무엇을 생각하고 있습니까? 그러니 이제부터는 조심하시는 게 좋을 것 같습니다. 가만히 있지 않을 테니 준비하세요.
갈취 대화,"돈 줘, 안돼. 우리는 몇 년 동안 친구였습니다. 돈 좀 주세요. 왜? 나는 그것을 돌려주지 않을 것이다. 내가 돌려주지 않더라도 당신이 나에게 빚진 금액은 얼마입니까? 당신은 나에게 더 많은 빚을 졌어요. 무슨 얘기를 하는 건가요? 이봐, 나한테 줘! 이것이 당신이 나에게 갚을 수 있는 금액입니다. 아. 무슨 일이야! 이로써 당신이 공범이라는 사실은 비밀로 하겠습니다. 짠맛이에요. 내 돈."
갈취 대화,"요즘은 양이 적죠? 미안해요, 요즘 제 용돈이 적어요. 그게 나와 무슨 상관이 있는 걸까요? 저번에 드렸는데 또 필요하시죠? 물론이죠. 당신이 보호하는 가격은 작습니까? 아니요, 그게 아닙니다. 당신이 괴롭힘을 당하지 않도록 도와준 사람은 누구입니까? 나였어. 항상 감사하지만 더 이상은 없습니다. 또 왕따 당하고 싶나요? 나를 괴롭히고 싶나요? 아니면 나에게 돈을 가져다 줄래? . 내가 다시 데려다줄게"
협박 대화,"어제 그 사람을 만졌나요? 무슨 얘기를 하는 건가요? 누구세요? 어제 당신이 그 사람을 때렸다고 들었어요! 아니, 그냥 살짝만 건드린 것 뿐이에요. 무슨 얘기를 하는 건가요? 당신 때문에 그녀가 병원에 ??입원했다고 즉시 신고하기 전에 가서 사과하십시오. 나는 정말 불공평하다. 옳지 않은 것 같은 말은 하지 마세요. 지금 당장 나와 함께 가세요! 나는 정말로 그렇게 생각하지 않는다. 그러면 당신도 그녀처럼 만들 수 있어요. 아, 이해합니다. 갑시다."
기타 괴롭힘 대화,"손목에 뭔가가 걸렸어요. 아 이게 두더지인가요? 두더지가 이렇게 큰가요? 일부러 마법으로 그린 ??줄 알았어요. 아. 그래서 소매로 가리고 있어서 그런 것 같아요. 사람들이 이걸 보면 놀라겠죠? 보고 정말 놀랐고 무서웠는데 뭐가 이리 역겨웠나 싶었어요. 왜? 나 없이는 아무 말도 하지 않았고 내가 존재하는 것도 원하지 않았는데 왜 이러는 걸까? 아, 자기 자신을 사랑하는 법을 알아야 하는데 그럴 수가 없어요!"
직장 내 괴롭힘 대화,"이번 회의를 놓치셨나요? 사장님은 모두 참석해야 한다고 했는데, 당신은 사무실에만 계시는 것이 당신에게 어울리는 것 같습니다. 나 역시 앞으로 무엇을 해야 할지 알아야 한다. 계약자가 회의에 참석하고 싶어하는 이유는 무엇입니까? 너무 욕심이 많은 것 아닌가? 아직. 그래도 요점이 뭐죠? 불평하지 말고 여기 전화만 받아요? 예. 표정에 무슨 문제가 있나요? 지금 불만이 있으신가요? 아니요."
기타 괴롭힘 대화,"안녕하세요. 선생님. 어디가 아프나요? 예. 그래요! 머리도 좀 아프네요. 두통이 심해요. 하지만 뭐? 얼마나 아프나요? 그게 내 뜻이야. 얼마나 안돼? 빨리 말하세요. 점심 시간이에요. 어디가 아픈지 빨리 말할 필요는 없어요. 나는 한 시간을 기다렸다. 환자 때문에 간호사들이 지금 밥도 못 먹고 있는 거 아시죠? 어디가 아픈지 빨리 알려주시면 처방해드리겠습니다. 예. 두통약 좀 처방해주세요. 네, 여기요. 이제 나가세요. 예. 고마워요 안녕히 계세요. 다음 수신자 때문에 기다리게 해서 죄송합니다. 의료수혜자들은 무료로 진료를 받는 것이 귀찮습니다."
기타 괴롭힘 대화,"당신은 그렇습니까? 네, 그렇죠. 강의평가 잘 봤습니다. 내 가르치는 스타일이 정말 안 좋다고 했지? 익명 아닌가요? 지금 바로 수정할 기회를 드리겠습니다. 그렇게 해주시겠어요? 변화를 주고 있나요? 답변에 어떤 문제가 있나요? 나를 안아줄 건가요? 강좌평가를 바탕으로 할 수 있나요? 이제 성적을 입력할 시간이 다가왔습니다. 괜찮으세요? 아."
기타 괴롭힘 대화,"이봐, 알았지? 그 아이는 커피를 쏟았습니다. 응, 휴지 좀 가져다줄게. 아니요, 부인, 알았죠? 아주머니가 닦으라고 하더군요. 그럴까요? 뭐? 그런 일을 하려고 여기서 아르바이트를 하는 것 아닙니까? 아뇨. 그런데 그 아이가 그랬어요. 아이가 해냈습니다. 아르바이트 소녀가 청소를 해야 합니다. 빨리 오셔서 청소하세요."
갈취 대화,"와 멋지다. 이 헬멧은 누가 가지고 있나요? 다른 사람의 오토바이 앞에 서있는 당신은 누구입니까? 아니요, 멋있다고 생각해서 한번 봤습니다. 그럼 내가 갈게. 아니, 형, 이게 네 헬멧이야? 예. 나도 갖고 싶은데 한번 해볼 수 있을까? 아니 아니 아니? 이 헬멧으로 당신의 머리를 날려버릴 수 있을까요? . 그러지 마세요"
직장 내 괴롭힘 대화,"안녕하세요 매니저님 오늘 출장 예정인데 왕복 8시간 걸립니다. 아, 어디로 가시나요? 왜 이렇게 멀리 잡혔나요? 울산으로 갑니다. 그렇죠, 여기까지 누가 잡았나요? 근무시간에는 이동시간도 포함되죠? 6시 이후에도 움직일 것 같아요. 아니요. 6시까지만 근무하는 것으로 인정됩니다. 그 이상은 아닙니다. 직장에서 점심을 먹은 후 5시에 퇴근할 수 있습니다. 그럼 3시간은 근로시간으로 인정하지 않는다는 겁니까? 오른쪽. 왜 이동시간을 근무시간으로 인식해야 하나요? 교통비를 내지 않는 것은 아닙니다. 출장으로 거기에 가고 싶은 것은 아닙니다. 우리가 일부러 늦게 떠난 것은 아니다. 애초에 인정해야 하지 않겠습니까? 원본은 어디에 있나요? 원본은 회사마다 다릅니다. 3시간 동안 경치를 바라보며 여행을 떠나는 줄 알았습니다. 그 상황을 하나하나 살펴보면 끝이 없다. 원래는 숙박비를 내야 했는데 그것조차 내지 않았기 때문에 숙박비만 10만원이 든다. 그 수준에서는 일을 하지 않고 돈을 쓰겠다고 말할 수 있습니다. 그럼 돈을 쓸 생각이었나? 왜 출근 시간을 근무 시간으로 계산해야 합니까? 당신은 강해졌죠? 단지 거기에 갔다고 해서 캠페인을 하려는 겁니까?"
직장 내 괴롭힘 대화,"아침에 전화를 받지 못하거나, 제대로 해결하지 못해 죄송합니다. 전달이 어려우면 개인 천 단위로 적지 말고, 여기 중앙에 쓰거나, 제대로 전달하세요. 욕설 다 듣고도 다 가능하다고 말해서 미안해요. 죄송합니다."
협박 대화,"나도 모르게 내 사진이 올라왔다. 사진을 찍으셨나요? 내가 아니야. 우리 관계 사진을 찍을 수 있는 사람은 당신뿐이에요. 당신은 계속 내가 아니라고 말해요. 누군가가 몰래카메라를 설치한 게 틀림없어요. 휴대폰을 주세요, 아이씨. 나는 내 자신을 믿지 못하고, 사람을 믿지 않습니다. 젠장. 사실 확인만 하려는 건데 왜 이렇게 화를 내시나요? 당신은 내가 아니라고 말합니다. 당신은 나를 계속 의심하고 있습니다. 짜증난다. 확인해 봅시다. 나를 화나게 하지 마세요. 내가 당신을 죽이기 전에."
갈취 대화,"잠깐만요, 나요? 응 너 말고 또 누가 있어? 왜 그럴까요? 아니요, 내 동생은 돈이 좀 필요해요. 나한테는 이게 정말 필요해. 나에게도 필요해요. 한번 살펴보시기 바랍니다. 죽고 싶나요? 빨리 안내해주실 수 없어요."
갈취 대화,"오빠, 돈 주세요. 내 돈은 어디에 있습니까? 정말 없는 걸까요? 모든 것을 검색하세요. 모든 것을 검색하세요. 그렇다면 당신은 길을 잃었습니다. 닥쳐 아가씨, 빨리 치우세요. 지금 사야해!! 내가 당신 지갑인가요? 안 주시면 진심으로 집을 나가겠습니다. 사에키는 대답이 없다. 이거 먹고 나면 고마워요. 내 지갑을 검색하시겠습니까?"
직장 내 괴롭힘 대화,"김과장님 어제 봤는데 여자친구랑 같이 있었던 것 같죠? 네 맞습니다. 퇴근 후 함께 저녁을 먹었습니다. 와, 그러면 좋을 것 같아요. 내 여자친구는 예뻐요. 네, 감사합니다. 당신의 여자친구는 몇 살입니까? 진은 어디까지 가봤니? 결혼할 건가요? 아. 부끄럽습니다. 난 그냥 즐거운 시간을 보내고 있어요. 야, 뭐가 부끄러워? 오늘 또 만날까? 만나면 뭐해요? 그냥 남들처럼 평범한 데이트를 해보세요. 자세히 알려주세요. 나는 궁금하다. . 왜 화가 났나요? 아니요."
직장 내 괴롭힘 대화,"프로그램 최적화나 그런 일을 할 건가요? 죄송합니다. 팀 리더는 앵무새 디자이너이자 원숭이 프로그래머입니다. 회사는 정말 잘나가고 있어요. 죄송합니다. 팀장, 요즘 짖는 법만 아는 강아지 같은 사람이 프로젝트를 자꾸 바꿔요. 이봐, 내가 말한 것을 너한테 말했잖아. 당신은 미쳤어요. 팀장한테는 말하지 않았어요. 요즘 피곤해요? 이 놈. 뭐 다행히 저는 백엔드 개발자라서 프로젝트 수정 횟수를 기록해 두었습니다. 이 사실을 상사에게 보고할까요? 뭐야, 바보야? 이 프로젝트의 혼란 원인을 보고해야 합니다. 당신은 그것을 할 수 없습니다. 어쨌든 기록을 전달하려면 비밀번호가 필요합니다. 이제 끝났습니다. 야, 회사 정말 잘 돌아가고 있지, 그렇지, 팀장. 그래서 당신은 이렇게 좋은 회사를 망치려고 하는군요. 그리고 당신은 당신의 경력이 조기에 사라질 것이라는 것을 알고 있습니다. 아니, 그게 다야."
