class,conversation,synthetic
2,우리 성근씨는 왜 다른 팀원들이랑 잘 융화가 안되는 거 같지? 아. 네 제가 성격이 조금 소심하기도 하고 일이 손에 익는 게 조금 느려서 다른 팀원들이 많이 배려해주고 있습니다. 아니 그런거 말고. 성근 씨 사회성이 많이 부족한거 같아서. 회사일이란게 말이야. 혼자서 끝까지 할 수 있는 일이 아니거든. 나약한 정신으로 회사를 오래 다닐 수가 없어요. 좀더 노력하겠습니다. 노력만 하면 안돼지. 성근씨가 뭘 하고싶은지 그걸 결과로 보여줘야 알지. 내가 볼 때는 앞으로 회사 오래 못다닐 거 같은 사람이 딱 보이거든? 성근 씨가 그래. 사회성도 없고. 네 분발하겠습니다. 앞으로 저녁회식은 빠지지말고 꼭 나와. 사나이가 말이야. 부족한 자기 약점을 커버하려면 회식에서 소통도 좀 참여하고 자신감없이 뒤로 빠지지말고 그래야지. 내가 꼰대처럼 보여도 회사에서는 아무도 안알려주는 거 알려주는거니까. 좋은 말씀 감사합니다. 배에 힘딱주고. 그지! 선배들 선물도 좀사오고 분위기도 맞춰주고 그게 후배 도리지. 앞으로 잘해봐. 내가 지켜본다. 네 알겠습니다. 들어가세요!,no
4,사용자가 직장 관련 질문을 하고 상황 회의 준비 중입니다. 답변 예 오늘 회의는 중요한 사항들만 다룰 테니까요. 각 부서 대표가 준비된 상태라면 좋겠어. 회의실에 모두 모일 때까지 잠시 기다려줘.,keyword
4,연결이 끊어졌네요. 다시 연결해보세요. 네 바로 연결되었습니다. 고맙습니다.,topic
2,제가 왜 강원도로 발령이 났나요? 태영씨는 회식에 참여도 잘 안 하고 동료들과 어울리기 힘들어 하는 거 같아서요. 배려한 거예요 회식은 제가 바빠서 못 간 겁니다 그러니까 좀 여유로운 강원도 가서 일해요 갑자기 이러시면 어떡합니까 그러게 동료들하고 평소에 잘 좀 지내지. 근무시간 외에는 제 자유시간이잖습니까 사회생활도 회사생활입니다. 이건 불합리하다고 생각합니다 이미 결정 난 사항이니 물러가보세요,no
2,김대리 이새까 자넨 왜 이 모양이야? 왜 그러십니까? 너는 서류 꼴을 보고 그런 말이 나와? 말씀하신 자료는 다 넣었는데. 누락된 게 있습니까? 전부 엉망이야. 이따위로 하고 월급을 받고 싶어? 어휴 미친놈. 죄송합니다. 다시 하겠습니다. 아니. 다시해도 똑같아. 다른 일을 찾아봐. 꺼져. 죄송합니다. 바로 다시 하겠습니다. 꺼지라고. 죄송합니다.,no
0,죽고싶냐 아뇨 살고싶습니다 근데 왜 약속을 안지켜 죄송합니다. 죄송할 짓을 하지마! 네 노력하겠습니다 노력말고 성과를 가져오라고 네 . 그렇게 하도록. 이번에도 못하면 알지 진짜 마지막이야 이 세상에서 못 살줄 알아 네. 꼭 해오겠습니다.,no
0,아니 ?형씨 운전을 그따위로 하면어떡해? 그따위?라뇨 말씀이 심하십니다 다 같이 죽자는거야 뭐야! 깜빡이 없이 들어오신건 그쪽입니다 뭐라고??? 그리고 보복성으로 차를 세우는 것도 신고할수있습니다 지금 나를 신고하겠다는거야? 어? 여기서 더하시면 신고하겠습니다 아니 !! 신고못할걸? 내가 지금 너 조져버릴거야 너는 112가 아니라 119에 전화해야할걸? 조금이따가도 그렇게 주둥이 잘놀리는지 보자고 왜그러십니까!!,no
3,커피가 왜이래 너무 연하잖아 입맛에 맞지 않으시면 다시 만들어드리겠습니다 그걸 말이라고 해?? 네??? 아휴 정말 서비스가 엉망이네 고객님다시 만들어린다고 했는데요 그럼 다시 안만들어줄 생각이엇냐고 아. 아는 무슨 아야 정말 이 카페는 마음에 드는 구석이 없어 죄송합니다,no
3,이민수 너 교무실로 당장 따라와 네? 저요? 왜요? 너 이 동영상 뭐야! 아 그거요? 그거 어제 대영이랑 논 건데요? 니 눈엔 이게 노는거야? 얘가 쓰레기 뒤집어 쓰고 어 ? 아 대영이 한테 물어보시면 되잖아요 야 니가 대답해봐. 어제 우리 놀다가 니가 벌칙받은거지? 어.?. 아. 선생님 저. 그거 제가 어제 애들이랑 놀다가. 그런거에요. 제가 원해서 한거에요. 뭐? 너 이게 정말 논거라고? 네. 제가 내기에 져서 애들이랑 장난친다고 찍은 동영상이에요. 저 괜찮아요. 선생님. 거봐요! 전 잘못없어요! . 민수야 이제 동영상 지워주면 안 될까.? 내가? 음 그냥 지워주기는 너무 아깝고 너 그럼 이번 학년 내내 내 셔틀하면 지워줄게,no
2,자네 혹시 요즘 집이 어렵나? 네? 아닙니다. 과장님. 근데 왜 이 번 투자건 후원에서 빠진건가? 아. 사실 저는 그 부분이. 조금 부당한 것 같아서. 뭐? 우리 회사가 어떻게 따 온 투잔데 지금 전체 팀중에 딱 자네 한명 때문에 우리팀이 꼴지일세. 그 사업에서 저희 팀이 할 업무는 자재관리로 알고 있습니다. 이 사람 말이 안통하는 구만. 지금 내가 우리 팀 업무를 얘기하나? 투자를 해야 나중에 뭐가 떨어질 거 아니냐고! 그치만. 전 참여하고 싶지가 않았습니다. 너 지금 내가 위에 불려가서 개박살이 나는 꼴이 보고 싶다 이거야? 어 ? 당장 못해? 알겠습니다. 죄송합니다. 참여하겠습니다. 하여튼 요즘 아직도 저렇게 꽉 막힌 사람이 팀 하나를 망친다니깐. 쯧.,no
1,김두팔 너 어제 홍대에 갔지? 무슨 소리야? 옆에 있던 여자애 예쁘더라? 뭐.?! 걔는 그냥 아는 동생이야! 그런데 아는 동생이랑 모텔을 가? 윤아가 알면 어떻게 될까? 제발. 윤아한테는 말하지 말아줘. 어휴 내가 싸게 봐준다. 그때 내가 말한 몽블랑 지갑 있지? 그거 나 줘 이거 윤아가 사준건데. 윤아가 없으면 아무것도 없는 새끼가. 얼른 내놔! 그래. 자. 대신 윤아한테는 비밀이야.,no
4,가격 비교 상담 이번에 신용카드를 변경할 생각이 있니? 저도 그렇게 생각하고 있지만 현재 카드가 너무 좋아서 망설이고 있어. 혹시 추천해 줄 수 있을까?,topic
1,야 나 돈 좀 빌려줘 언제갚게 언젠간? 에이 정확하지도 않잖아 준다니까 얼마 100 언제 갚게 왜 말이 많아 말은 해야지 장난하냐 쳐 맞고싶지 아니 때리기 전에 내놔 알겠어.,no
1,어디그리급히 가시나요? 어머머 누구세요 ? 그건 알필요없고 그 종이가방 엄청 소중히 안고가시네요 신고할꺼예요 ! ! 경찰이 빠를까요 제가 빠를까요 ? 소리지를꺼예요 ! 질러질러 아이고 사람들 여기와보세요 이아주머니가 저를 치한으로 모네요 제발 그냥 보내주세요 그냥 가세요 종이가방만 고히 놓고 말도 안되는 소리 그만하세요,no
1,당신 아들이 사람을 때렸다고 네? 우리 애가요? 전치6주가 나왔는데 어쩔 거에요? 우리 애가 그런게 맞아요? 나는 경찰에 신고해도 상관 없는데 네?! 그냥 치료비만 주세요. 조용히 처리합시다 아니 그럴 리가 없는데 아 그럼 경찰서에 가고 아니 잠깐만요,no
1,여기에 지장 찍으라고. 이번달 까지는 돈 정말 갚을게요. 내가 오늘 기분이 좀 안좋아서. 맞고 찍을래? 그냥 찍을래? 정말 못 찍어요. 이번달까지는 돈 갚을게요. 아 그러셔? 그럼 맞고 지장 찍자. 재산몰수는 정말 안되요. 아니 맞는걸로 끝내려했는데 그냥 오늘 죽을래? 알겠어요 찍을게요. 이게 정신을 차리네. 재산은 정말 안되는데.,no
3,공책 돌려받길 원하면 빨리 뛰어봐. 이 굼벵아. 빨리 내놔. 빨릐 내놔아. 빨리 내놓으래. 웃기다. 아 내놓으라고! 내놓으롸고! 굼벵아 그러니 빨리 달려봐. 그게 뛰는거냐? 그만 좀 놀리고 내놔. 그만 좀 놀릐고 내놔. 넌 좀 그만 따라해. 넌 좀 그만 따라해애. 아 굼벵이 너무 느려서 재미없다. 네가 안 가져가니 이건 내가 가진다.,no
2,오늘 신규 입사하신 분과 담당할 동물 다시 재 배정하겠습니다. 이 배정 그대로 5년동안 진행하셔야 합니다. 저는. 어디지? 아 대학 나온 똑부러진 학생과 판다 담당하도록 하겠습니다 의의 없으시죠? 그럼 아 학생 길동이고 나왔다고 했지? 네 맞습니다. 길동이고 반려동물 학과 나왔습니다. 그러면 음. 저기 악어 아니면 뱀 담당해라. 너는 저기서 골라. 혹시 다른 동물 티오도 많은 것 같은데 다른곳에 지원은 못합니까? 고졸 주제에 두 동물 선택권 준 것만으로도 감사합니다. 하면서 골라야지 눈치가 없어요? 아 저는 다른 분들은 알아서 고르시길래 저도 되는 줄 알았습니다. 이래서 내가 고졸을 싫어해. 눈치도 없는데 욕심은 많아. 정작 잘 하지도 못 해. 와 저 두 동물 진짜 최고의 난이도라 아무도 안 맡고 싶어하는데 어떡해. 상관쓰지 마세요. 어쩌피 고졸들 인내심도 없어서 2주 하면 그만둬요. 그리고 사회적으로도 조금이라도 지식인을 사회에 두고 싶어하지 저런 꼴통들 신경 쓰지도 않아요.,no
0,어서 말해! 저는 아무것도 없어요 그래? 이걸보고도 그런 말이 나와? 아들아!!! 그렇지 이렇게 나와야지 뭘 하면 되나요 아까 같은 말하면 다시는 아들 못볼꺼야 네 죄송합니다 이딴식으로 나오면 둘다 죽어 조금만 시간을 더 주세요 흑,no
4,"이번 주말에 할 일을 다 한 후에 가방을 챙겨서 오겠습니다. 그럼에요? 나도 저녁 식사를 하러 가고 싶습니다만, 어때? 아, 전에도 가는 거예요. 하지만 내일 업무가 많이 많아 조금 더 힘들 것 같아요. 그런데 우리 동료는 오늘부터 새로운 업무를 맡게 되었습니다. 어떻게 된 거야? 어떤 일이죠? 회사가 인계를 하고 있어요. 새로운 팀장님이 왔으니 잘 맞춰 보겠다고 해요. 정말 그렇군요. 그럼 새로운 업체와 협상을 하는 건가요? 네, 그게 목적이에요. 지금까지의 업무는 계속해서 진행되지만, 새로운 업 체계가 도입될 예정이니 신경 써야겠네요. 그리고 내일 팀 을 준비해야 해요. 그 때는 어떤 내용인지 알려주세요. 알겠습니다. 오늘 밤에 정리하고 에는 준비하겠습니다.",keyword with persona
3,민재야 밥 잘 먹었어? 누나가 오늘 만나자고 했는데 싫다 그래서 내가 집 앞에서 기다리고 있어 네? 제가 연락하지 말라고 했잖아요. 그리고 제 집은 어떻게 알아내셨어요. 그날 팀플 끝나고 너 집 간다길래 나도 그 방향이라서 그냥 뒤에서 걸어가다가 봤어. 몰래 따라가고 그런건 아니야! 무슨 소리세요. 저번에 누나 집에서 다같이 팀플할 때 저랑 완전 반대 방향이었는데요. 아 그냥 넘겨. 어디야 언제 와. 누나 지금 4시부터 6시간 째 기다리고 있어. 다리아파 빨리 집 문 열어줘. 저 무서워서 안 갈겁니다. 왜 제 허락 없이 개인정보를 캐내요. 빨리와 보고싶단 말이야 민재야 누나가 그럼 민재 얼굴만 보고 갈게 아 아니에요. 저 알바해야해서 오늘 집 늦게 들어가요. 그니까 그냥 집에 가세요. 오늘 알바야? 원래 월 수 금 알바 아닌가? 아 그럼 누나가 알바 하는곳으로 지금 갈게 조금만 기다려. 저에 대해 모든것을 아시나봐요.? 저 알바하는 요일 친구도 잘 모르는데 진짜 소름 끼쳐요. 무서워 하지 마 나 진짜 너가 친 동생 같고 그래서 그래. 조금만 기다려 바로갈게,no
2,하하 저 친구는 일을 저렇게 하는데 도대체 누가 뽑은 거야 그렇지 않나 김대리? 그러게 말이에요 . 죄송합니다 농담이야 어이 인턴. 혹시 이런 걸로 직장내 고발하고 그런 거 아니지? 그런 거 아닙니다 요즘 애들 무섭다니까 앞에선 아니라고 하고 뒤에선 일 못 하는 것들이 더해요 아닙니다. 어이 상사가 농담하는데 표정이 왜 그래? 인턴 그래가지고 사회생활 할 수 있겠어? 웃으면서 넘어갈 줄도 알아야지.,no
0,핸드폰 버리고 조용히 따라와. 허튼짓하면 칼로 죽인다. 살려주세요!! 거기 누구 없어요? 뒈지기 싫으면 그 입 닥쳐. 조용히 따라오면 목숨은 살려줄게. 갑자기 왜이러시는거에요? 이새끼가. 니가 나한테 잘못한거 잊었어? 무슨 말씀 하시는 거에요? 자꾸 이러시면 경찰 부를거에요. 얌전히 있어야지. 안그러면 지금 죽여버린다? 말귀를 못알아 쳐먹나. 목숨만 살려주세요. 잘못했어요. 가만히 있으면 중간은 갈텐데 왜 사람 신경을 긇어? 대가리가 달렸으면 생각을 해. 죄송해요. 목숨만 살려주세요.,no
3,너 니 남편 조심해. 왜? 우리 남편 왜? 니 남편 너한테 잘해주는거 다 나중에 너한테 빌붙으려고 하는거야. 지금 자기가 뭣도 없으니까 너한테 잘해놔야 나중에 비빌데라도 있지. 우리 남편 그런 사람아니야. 야. 너네 부모님 공무원이라 연금 나오지. 너 지금 가게 대박나서 갑자기 돈 좀 벌지. 근데 니 남편은 가족도 자기도 가진게 아무 것도 없잖아. 그렇다고 직장이 번듯하니? 그래도 우리 남편 열심히 살아. 열심히 살아야지. 이혼 안 당하려면. 그래서 너한테 잘해주는거야. 너 남편이 조금 잘해준다고 너무 좋아하지마. 니 뒷통수 칠 사람이니까. 무슨소리야? 니가 아직 너무 착하고 순수해서 잘 모르나보다. 니네 남편 너한테 그렇게 잘해주다가 나중에 니 돈 뜯어가고 딴 살림 차릴지도 모르니까 너무 좋아하지마. 그거 다 자기 먹고 살려고 그러는거야. 너 진심이니?,no
1,우리 반가운 사이는 아니지? 이렇게 찾아오고 하시면 안되는 거 아시죠? 저 신고할 거에요. 뭐 내가 너 때리기를 했니? 협박이라도 했니? 상간녀 만나면 조강지처는 신고 당해야 하는거야? 내가 남편 상간녀 만나러 왔다고 한 것도 아니고 조용히 민이씨 만나러 왔다고 했는데. 무슨일이시죠? 뭐 딴건 아니고. 내가 가만히 생각해 보니까 너 그 가방. 그거 한 번 줘봐. 갑자기 가방은 왜? 그거 내 남편이 사준거더라. 무슨 증거로 그렇게 말씀하세요? 그러니까 일단 줘봐봐. 맞네. 이거 내 카드로 긁은 거더라구. 아니 지금 무슨 말씀 하시는 거에요? 내가 그 쓰레기 데려가는건 괜찮은데 내 카드로 긁은 가방은 아까워서. 이거는 내가 가져갈께. 뭐라고요?,no
2,영업팀의 지희씨 뭔가 혼자만의 세상에 빠진 거 같지 않아? 왜요?? 아니 저번에 점심 같이 먹자고 했는데 본인은 점심 원래 안먹는다면서 본인 자리에서 씨리얼 까먹더라구? 원래 점심 안 먹는 사람들 많잖아요 아니 그리고 저번에 팀장님이 지희씨 새로 들어온 기념으로 회식 같이 하자고 했는데 본인은 집에 일이 있다고 그냥 가버렸대요 글쎄! 아 그래여.? 그니까 생각해서 팀장님이 말한건데 사람들 앞에서 그렇게 대놓고 거절해서 팀장님이 민망해하셨다는 말이 있어요 할 말은 하는 스타일이시구나. 그리구 뭔가 넘 혼자 있는 것 같아서 말 걸면 넘 단답으로 대답하고. 챙겨주려고 한 제 맘이 머쓱해진달까 뭔가 좀 거리를 두는 거 같긴하네요 지금 다시 생각해보니까. 점심시간에도 혼자 웹툰만 보는 거 같더라구요. 그래도 회사생활 하려면 사람들이랑 얘기도 하고 본인 의지가 좀 보여야 하는데 그러니까요. 저러고 또 저번 사람처럼 금방 나가는 거 아닌가 몰라요 에휴 그럼 또 또 사람 뽑고 인수인계 하고 복잡한데,no
0,여보 식사하세요 어 지금 가. 여보 오늘도 고생 많았어요. 왜이래? 밥이나 먹어. 당신 근데 견과류 알러지 있다고 했죠? 어. 먹으면 목이 부어서 숨이 안쉬어져. 그래서 어릴 때 이 후로 한 번도 먹어본 적없어. 왜? 아니에요. 나도 당신 만나고 견과류 먹어본 기억이 없어서. 내가 안먹으니 너도 안먹어야지. 말이라고 해? 알죠. 그래서 지금까지 안먹었잖아요 근데 여보 오늘 샐러드 드레싱 어때요 ? 땅콩 좀 갈아 넣어봤는데 . 윽. 뭐야? 당신. 일. 일부러. 윽 . 살려줘. 약. 약!!. 켁. 여보 그 동안 고마웠어요 그러게 내가 원하는 대로 해줬으면 좋았잖아. 잘가요 여보,no
4,"칼이 제게 주어진 것처럼, 엄마가 항상 나를 지켜보는 거야? 아, 네가 잘 살아가면 그저 기쁘고, 나도 평생을 기원하겠어. 하지만 ... 칼이 너무 무거운 거야. 네가 이중심으로 가만히 생각하면 이해할 거라고 생각해. 네 말에 맞아, 정말 고마워. 그때까지",keyword with persona
3,여보세요 거기 청소업체죠? 네 말씀하세요 아니 일처리를 이렇게 하고 가면 어떻게 합니까!! 무슨 말씀이세요? 깔끔하게 뒷정리도 하고 갔는데요. 짜증나게하네! 베란다에 있는건 뭐죠? 그거는 저희가 가지고온게 아닙니다 청소부면 이런것도 가지고 가야 하는거 아니에요? 그건 저희의 의무가 아닙니다 사모님 이러니 청소부나 하고 있지!! 돈 입금 못합니다!! 사모님 그래도 이건 아닌거 같아요.,no
1,우리가 지금 사진까지 가지고 있어요. 5억 필요해요. 부탁드립니다. 원만히 해결하고 싶습니다. 그 돈 바로 안보내시면 둘 사진 디스패치에 전송합니다. 상대방 소속사와도 얘기를 해봐야할 것 같습니다. 시간 없어요. 당장 입금안하시면 바로 뿌립니다. 저희 신생 기획사에 겨우 빛보는데 그거 공개되면 끝나요. 제발 부탁드립니다. 지금 이돈 보내면 계속 돈 잘 벌겠지. 아직 그만큼 수입이 나질 않습니다. 다음에 다른 정보로 보답하겠으니 이번엔 부탁드려요. 안돼요. 오늘까지라고 말씀드렸습니다. 제발 재고해주세요.,no
3,저기요 네? 애가 커피를 엎어서요 아네 휴지가져다드릴게요 아니요 아가씨 네? 아가씨가 닦으라구 제가요? 응? 여기 그런일 하려고 알바하는거아니야? 아니. 그래도아이가 한걸 응 아이가했으니가 알바인 아가씨가 닦아야지 얼른 와서 닦아,no
2,이대리 여자친구 있댔지 네. 맞습니다. 몇살이야? 저보다 2살 아래입니다. 어려서 좋겠네. 언제 만났어? 대학교 같은 과였어요. 헤어진 적 없어? 네 아직 없습니다. 그 친구랑 결혼할거야? 고민중입니다. 재밌네. 여자친구 얘기 좀 더 해봐.,no
1,제가 애니메이션 마지막에 작업해서 원본제가 가지고 있는거 알죠? 네 알죠 지금 보내주세요 영화 개봉하면 파일 묶어서 보관해야 하거든요. 근데요. 제가 이거 따로 영상 뽑았는데 영화 개봉하기전에 공개하면 어떻게 될까요? 회사 부도 날 만큼 타격 크죠 이 영화에 쓴 돈만 얼만 데. 그럼 제가 다른 사람들한테 공개하기전에 100만원 주세요. 영화 개봉하기전에 공개되면 타격이 얼만 큰 줄 아시죠?100만원이면 적게 쳐 주는건데 안 줄겁니까?그럼 공개하구요 주던 말던 신고할거야. 신고해야 다시는 이런 일 안 생기지. 그래요 신고하고 많은 돈 잃어보세요 나는 뭐 불리할 게 없는데? 신고하면 저작권 침해로 고소 당해. 저작권 침해 벌금 얼마나 높으지 알지? 내가 영화 공개에서 잃는 손해보다 더 크지않을까? 그냥 100만원 주면 끝나는 문제를 길게 끄내,no
4,문자를 보는 건 어때? 그럼 내가 다운로드할게. 요즘 모든 것이 디지털이지. 그래서 문자보는 것도 나쁘지 않다. 언제든지 편하게 연락할 수 있어. 그럼 내가 설정해둘까?,topic
2,너 프로그램 최적화 이 따위로 할거야? 죄송합니다. 팀장님 앵무새 디자이너며 원숭이 프로그래머 회사 참 잘돌아간다. 죄송합니다. 팀장님 요즘 어떤 짖는것 밖에 모르는 강아지같은 인간이 프로젝트를 자꾸 변경하길래 야 너 말다했어 미쳤구나 팀장한테 말한게 아닌데 요즘 피곤하세요? 이 새끼가. 뭐 다행이 제가 백엔드 계발자라서 프로젝트 수정 횟수를 다 기록했거든요 상사한테 보고할까요? 뭐야 너 이자식 왜요 이 프로잭트의 혼란의 원인을 다 보고 해야죠 넌 안되겠다 어처피 그 기록을 전달하려면 암호가 필요하거든 넌 이제 끝났어 임마 진짜 회사 잘돌아 가네요 그쵸 팀장님 그래 넌 그런 좋은 회사에 깽판을 치려고 하니 그리고 넌 경력도 요절 날줄 알아 아니 그건,no
2,너는 보고서도 제대로 못 쓰면서 회사에 왜 들어왔는지 모르겠어 죄송합니다 프로젝트 끝날때까지 야근하면서 보충해 저녁에 다른 일이 있어서 어렵습니다 일을 이렇게 못 하는데 다른 일을 하겠다고? 죄송합니다 암튼 죄송하면 무급으로 야근하면서 일 마무리 해 근무시간에 제대로 처리하겠습니다 무슨 말대꾸야 하라면 해 일도 더럽게 못 하면서 알겠습니다,no
4,사업 계획 세우기 첫 번째 단계로 시장 조사 해야겠어. 그 다음으로 마케팅 전략 수립할 시간이야. 이제 제품 개발을 시작할 준비가 됐다고 생각해.,keyword
3,아씨 좀 빨리 비켜봐 아 미안해. 빨리 좀 비켜줄래? 거슬리게 왜 자꾸 내 앞에서 알짱거려 미안해 . 다리가 불편해서. 아 다리가 불편하면 나오지말던가 왜 나와서 남한테 피해주냐 다리 불편하면 집에나 쳐박혀 있어 미안해. 생각이 있는건지 뭔지 아휴 장애인들이란 나머지 다리도 불편해지기 전에 빨리 비켜라,no
4,딸 엄마 이번 주말에 뭐 할까? 아버지 그럼 내가 예매할게요. 너도 좋아할 것 같아요. 딸 네 요즘 영화 많이 본데. 엄마가 가고 싶은 영화랑 다르잖아요. 아버지 그렇다면 둘 다 보고 겸손하게 영화를 즐겨봐요. 딸 그렇게 하면 좋겠어요. 그럼 저녁에 함께 가볼까요? 아버지 아주 좋겠네요! 준비할게요.,keyword
1,안녕하세요. 당신 아이는 제가 데리고있소 누구십니까? 아이는 얌전히 같이 있으니 돈좀 구해오시오 네? 네. 얼마가 필요하십니까? 500만원만 가져오시오 시간 조금만 주시면 빨리 구해드릴게요 경찰에 신고하면 알죠? 제발 시키는대로 할게요. 오래는 못기다립니다. 네 금방 드릴게요,no
4,배달앱 메뉴 추천 요청 아니 요즘은 외식 배달을 더 많이 하는데요. 그럼 추천해 줄래요? 어떤 메뉴가 인기 있는 걸까요? 저도 궁금하네요 다양한 옵션 중에서 선택하기 어렵네요. 오늘 저녁은 어디 가야 할까요? 추천해 주세요. 그럼 제가 바로 앱을 열어볼게요. 여러분은 어떤 곳을 추천하시나요?,topic
2,자내는 문턱세라고 들어봤는가? 문턱세요? 아니 이렇게 시험에 붙어서 공무원이 됐으면 문턱 밟았다고 문턱세도 내고 그래야지 네. 제가 열심히 공부해서된건데요 자네가 공부열심히 한건 맞는데 상도덕이란게 있는거지 그게 상도덕인지 잘모르겠어요 자네 오기전에선배들도 다 했어 자네가 전통을 무시하는건가? 깨부수는거야? 그게 그렇게 되나요? 그래 모든 사람이 모여서으쌰으쌰도 하고 선배들한테 눈도장도 찍고 이쁨도 받는 기회라고 내가 알려주는거 아녀 네. 부모님이랑 상의해보겠습니다 애도 아니고 무슨 부모님이랑 상의해! 다음주중으로 날잡아,no
3,야 너 이리와봐 경례 똑바로 안하냐? 네 죄송합니다. 뭐가 죄송한데 경례 똑바로 안해서 죄송합니다. 미쳤네 말대답하냐? 죄송합니다. 너 따위 죄송 필요없고 대가리 박아 네 알겠습니다. 자 따라한다 실시! 나는 구제불능이다. 나는 구제불능이다.,no
1,어이 거기 네? 팔이 아주 무겁겠어 네? 반짝반짝 하는 것이 무거울까봐 걱정되서 글지 왜그러세요 내가무거울까봐 대신 받아서 차줄게 걱정마 제거에요. 그러지 마세요 금팔찌에 비해 팔목이 가늘잖아. 내가 걱정돼서 그래 아아 팔이 아파요 놔주세요 그러니까 그냥 내놔,no
4,드라마나 영화 보는 취미를 주제로 한 대화문은 다음과 같습니다 아 최근에 뭐 봤어? 저 드라마 진짜 재미있었는데 나도 그걸 보고 싶었어. 그래서 이번 주말에 보러 갈까? 좋아요 그럼 내일 예매할게!,topic
1,이번 달 월급 들어오면 갚는다며. 들어오자마자 다 뜯겨서 그래. 미안해. 그 말이 벌써 몇 달째야. 나도 급해. 사정이 좋지 않다고 나도. 야 나 월세도 밀렸어. 지난 달엔 곧 형편 나아진다며. 이제 한 달 지났다. 곧이라는 게 1년은 두고 봐야지. 장난해? 당장 갚아. 내일까지 안 갚으면 니 금이빨이라도 뽑아갈 테니까. 살벌하네. 농담 같애? 아 알겠어. 근데 전부는 못 갚아. 일단 백 백만 먼저. 삼백. . 알았어 삼백.,no
4,포인트 적립은 어떤 이유로 문의하셨나요? 우선 포인트 적립 기준을 확인해보겠습니다. 그럼요 포인트 적립이 필요한 부분은 어디인가요?,topic
0,환자분 여기에 누워주세요 입 벌리고 계시면 바로 치료 들어갈게요 아 네 이렇게 누우면 되죠? 아 근데 혹시 궁금해서 그런데 이 병원이 과잉진료를 한다는 소문이 있던데 사실인가요.? 실력도 평타신데 과잉진료까지 하시면 환자 없어져요 환자분께서 어디서 들으신지는 모르겠지만 절대 그럴 일 없어요 그쵸? 하긴 유명한 병원도 아니고 치료를 잘하는것도 아닌데요 장난이에요 장난 하 씨 안그래도 짜증나는데 더 짜증나게 만드네 아니 장난인데 갑자기 욕을 하시고 그러세요 야 이 환자 패디랩으로 단단히 묶어 못움직이게 저기요 왜 이러세요 이거 폭행입니다 폭행 그니까 왜 열 받게 하세요 과잉진료 안 할게요 이 다 뽑아드리고 발치비용만 받을게요 너무 고맙죠? 아 죄송해요 하지 마세요. 그런 장난 안 칠게요 진짜 죄송해요 내가 또 착해서 이러면 마음 약해지는데 인심썼다 그럼 한3개 정도만 뽑을게 너무 화가나서 안되겠어 이것도 싫으면 니 치료값 대신할 사람 세 명 구해오던가 알아서 선택해 신고하면 다 뽑아 버린다. 지금 전화해,no
2,팀장님 오늘 당직이시죠? 그런데? 아 직원 부모님 상당했다고 문자 한통 전직원들에게 부탁드려도될까요? 그런건 서무가 하는일 아니니? 아 그렇긴한데 주말이라 당직자에게 부탁하는건데요. 나는 문자 못보내주겠다 니가 와서 해라 네? 못들었니? 니가 와서 보내라고. 주말인데 사무실까지 가려면 시간좀 걸리는데 한번만 보내주십시오. 당직자가 원래 해주는 일도 맞지 않습니까? 아 그건 모르겠고 니가 와서 보내든가 말든가해라 끊어라,no
4,상품이 문제가 생겼어요. 부품이 없어서 교환이 필요하네요. 점원께 설명드릴게요. 다른 제품으로 교환해줄까요? 그럼 바로 하겠습니다. 감사합니다 좋은 하루 되세요!,topic
1,여보세요 누구세요 아 다름이 아니라 아드님이 저한테 붙잡혀 있어서 근데 제가 뭐가 필요하거든요 지금 원하는게. 네 이제 뭔지 감이 오셨죠 그걸 빨리 안주면 아드님을 죽일거라서 혹시 얼마를. 뭐 대충 5억만 준비해 놓으시고요 네? 그건 제 재산보다 많은 액수인데요. 저기요 지금 이 상황 이해가 안돼세요? 없으면 어디서라도 빌려서 가져오시던가 당신 누구야 나한태 개인적으로 알지도 못하잖아 도대체 왜그러는데 아 아드님보다 돈이 더 좋으신가 보구나 너 이놈 경찰에 신고하면 알지 너 아들 목숨이 나한태 달려있다는걸 알아야해,no
4,소음 신고했어요. 무슨 일이 있었는지 설명해 주세요. 저는 집 근처에 있기 때문에 큰 소음이 들었어요. 몇 분 전부터도 큰 소리로 발언하고 있었던 것 같아요. 그런 소음이 계속된다면 다시 신고할 수 있을 것 같아요.,topic
2,주말에 무슨 약속 없지? 네? 그건 왜요? 아 저번에 회사 앞에서 봤던 내 지인 있지. 지은씨가 이상형이래 한번 소개팅 해보라고 혹시 그 카페에서 마주친 분이요? 그래 기억하는구나 아 저는 별로 내키지 않아서. 내키지 않아? 왜? 키작고 뚱뚱해서? 그래도 걔 돈 많이 벌어 꼭 외형적인 것보다 소개팅을 하고 싶지 않아요 그래도 한번 만나봐 난 벌써 친구한테 말해놨어 제 의사도 안물어 보시고 왜 말씀하셨어요. 전 하기 싫어요 하기 싫어? 내가 회사도 아주 다니기 싫게 해줄까? 선임이 말하면 그냥 알겠다 하면 되지 꼬박꼬박 싫다 말대답이야,no
